,,,,,          ,,,,,
,002,10037,MNGRL ACTG AND CONTROL,2,"Sharp, Kerry",,M 1740-2120,BA 140,,
,,,,,,,,,,
,,,,,,,,,,
,003,15714,MNGRL ACTG AND CONTROL,2,"Sharp, Kerry",,W 1215-1605,BA 140,,
,,,,,,,,,,
,,,,,,,,,,
ACTG 522S,001,10039,ADVANCED TAXATION,4,"Carr, Tyee",GN,M 1740-2120,CH 325,,
,,,,,,,,,,
,,,,,,,,,,
,002,10040,ADVANCED TAXATION,4,"Ramirez, William",GU,TR 1200-1350,LH 247,,
,,,,,,,,,,
,,,,,,,,,,
ACTG 553,001,10041,FIN STATEMENT ANALYS,4,"Eckroth, John",,W 1740-2120,BA 130,,
,,,,,,,,,,
,,,,,,,,,,
ACTG 585S,003,10042,BUSINESS LAW,4,"Motschenbacher, Anthony",GK,TR 1530-1720,NH 209,,
,,,,,,,,,,
,,,,,,,,,,
ACTG 592S,001,10043,AUDITING CONC/PRAC,4,"Kremin, Joleen",GV,MW 1215-1405,CH 183,,
,,,,,,,,,,
,,,,,,,,,,
,002,10044,AUDITING CONC/PRAC,4,"Kremin, Joleen",GZ,M 1740-2120,BA 170,,
,,,,,,,,,,
,,,,,,,,,,
ANTH: Anthropology,,,,,,,,,,
,Sec,CRN,Title,Cr,Instructor's Name,Crosslist ID,Meeting Times,Location,,
ANTH 101,001,10046,INTRO TO BIOLOGICAL ANTH,4,"Potter, Amiee",,MW 1640-1830,CIN 90,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 102,001,10047,INTRODUCTION TO ARCHAEOLOGY,4,,,MWF 0900-1005,,,
,,,,,,,,,,
,,,,,,,,,,
,002,15731,INTRODUCTION TO ARCHAEOLOGY,4,,,MWF 1515-1620,BA 190,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 103,001,10048,INTRO SOCIAL/CULTURAL ANTH,4,"Cornett, Bill",,MWF 1400-1505,HOFF 109,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 300U,001,14426,MODERN WORLD ANTH PERSPECT,4,"Gamburd, Michele",,TR 1200-1350,ASRC 220,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 301,001,14425,CULTURE & ETHNOGRAPHY,4,"Cornett, Bill",,MWF 1130-1235,NH 222,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 304,001,10049,SOCIAL THEORY,4,"Klein, Charles",,MWF 1015-1120,SRTC 155,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 311U,001,15540,PEOPLES/CULTURES LATIN AMERICA,4,"Soots, Mary",,TR 0800-0950,NH 59,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 315U,001,14427,AMERICAN CULTURE,4,"Moore, David",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 317U,001,10050,PEOPLES/CULTURES OF S. ASIA,4,"Aengst, Jennifer",,TR 1640-1830,ASRC 220,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 350U,001,10052,ARCHAEOLOGICAL METHOD & THRY,4,"Butler, Virginia",,MWF 1245-1350,XSB 183,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 361U,001,14424,THE ARCHAEOLOGY OF EUROPE,4,"Smith, Cameron",,MWF 0900-1005,SRTC 155,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 362U,001,14428,AFRICAN PREHISTORY,4,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 363U,001,10054,EGYPTIAN ARCHAEOLOGY,4,"Sterling, Sarah",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 364U,001,14423,PACIFIC NW PREHISTORY,4,"Smith, Cameron",,MWF 1130-1235,XSB 183,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 366U,001,15341,MESOAMERICAN PREHISTORY,4,"Sterling, Sarah",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 368U,001,14429,ARCHAEOLOGY OF OCEANIA,4,"Sterling, Sarah",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 373,001,15642,PRIMATE ECOLOGY & BEHAVIOR,4,"Vasey, Natalie",,TR 1400-1550,EB 103,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 399,001,14422,SPST: PORTLAND AREA ARCH,1,"Butler, Virginia",,F 1500-1630,OFFCAM,,
,,,,,,,S 0800-1700,OFFCAM,,
,,,,,,,,,,
ANTH 401,0,15698,RES: SANISERA FLD SCHOOL,4,"Butler, Virginia",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,15794,RES: ARCHAEOLOGY LAB,2,"Anderson, Shelby",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,15795,RES: ARCHAEOLOGY LAB,1,"Anderson, Shelby",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,15827,RES: ARCHAEOLOGY LAB,2,"Anderson, Shelby",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,15854,RES: REC ARCHAEOLOGY LAB,1,"Anderson, Shelby",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,15856,RES: ARCHAEOLOGY LAB,1,"Anderson, Shelby",,,,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 415,001,14418,APPLIED ANTHROPOLOGY,4,"Spoon, Jeremy",BC,TR 1400-1550,UTS 206,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 416,001,14420,URBAN ANTHROPOLOGY,4,"Klein, Charles",BF,MW 1400-1550,LH 249,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 446,001,14416,CHINESE CULTURE & SOCIETY,4,"Carstens, Sharon",AY,MWF 1245-1350,XSB 201,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 461,001,14414,TOP: ENVIRONMENTAL ARCHAEOLOGY,4,"Anderson, Shelby",AL,TR 1200-1350,UTS 304,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 478,001,14412,HUMAN OSTEOLOGY,4,"Vasey, Natalie",AA,TR 1000-1150,CH 41,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 501,0,15767,RES: THESIS DEVELOPMENT,1,"Butler, Virginia",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,15819,RES: THESIS PROPOSAL,1,"Butler, Virginia",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,15832,RES: THESIS PROPOSAL,1,"Butler, Virginia",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16507,RES: THESIS RESEARCH,1,"Anderson, Shelby",,,,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 503,0,15727,THESIS,1 - 9,"Spoon, Jeremy",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,15728,THESIS,1 - 9,"Vasey, Natalie",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,15793,THESIS,1 - 9,"Anderson, Shelby",,,,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 505,0,16486,R&C: REPRO HEALTH,1,"Klein, Charles",,,,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 515,001,14419,APPLIED ANTHROPOLOGY,4,"Spoon, Jeremy",BC,TR 1400-1550,UTS 206,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 516,001,14421,URBAN ANTHROPOLOGY,4,"Klein, Charles",BF,MW 1400-1550,LH 249,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 520,001,10066,POLICY PAPER,4,"Gamburd, Michele",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 546,001,14417,CHINESE CULTURE & SOCIETY,4,"Carstens, Sharon",AY,MWF 1245-1350,XSB 201,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 550,001,15339,CORE SEMINAR IN ARCHAEOLOGY,4,"Anderson, Shelby",,TR 0800-0950,CH 254,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 561,001,14415,TOP: ENVIRONMENTAL ARCHAEOLOGY,4,"Anderson, Shelby",AL,TR 1200-1350,UTS 304,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 570,001,14411,CORE SEM PHYSICAL ANTHROPOLOGY,4,,,TR 0800-0950,,,
,,,,,,,,,,
,,,,,,,,,,
ANTH 578,001,14413,HUMAN OSTEOLOGY,4,"Vasey, Natalie",AA,TR 1000-1150,CH 41,,
,,,,,,,,,,
,,,,,,,,,,
AR: Arabic,,,,,,,,,,
,Sec,CRN,Title,Cr,Instructor's Name,Crosslist ID,Meeting Times,Location,,
AR 101,001,10071,FIRST-YEAR STANDARD ARABIC TM1,4,"Breedlove, Clifford",,MWF 1015-1120,CH 324,,
,,,,,,,,,,
,,,,,,,,,,
,002,10072,FIRST-YEAR STANDARD ARABIC TM1,4,"Gomaa-Moulds, Lina",,MW 1640-1830,SH 201,,
,,,,,,,,,,
,,,,,,,,,,
,003,10073,FIRST-YEAR STANDARD ARABIC TM1,4,"Breedlove, Clifford",,TR 1000-1150,NH 391,,
,,,,,,,,,,
,,,,,,,,,,
AR 201,001,10074,SECOND-YEAR STANDRD ARABIC TM1,4,"Gomaa-Moulds, Lina",,MWF 1015-1120,PSC 218,,
,,,,,,,,,,
,,,,,,,,,,
,002,10075,SECOND-YEAR STANDRD ARABIC TM1,4,"Breedlove, Clifford",,TR 1200-1350,NH 391,,
,,,,,,,,,,
,,,,,,,,,,
AR 204,001,10076,COMM SPOKEN ARABIC BEGIN TM1,4,"Gomaa-Moulds, Lina",,TR 1400-1550,SH 201,,
,,,,,,,,,,
,,,,,,,,,,
AR 301,001,10077,THIRD-YEAR STANDARD ARABIC TM1,4,"Hanoosh, Yasmeen",,MWF 0900-1005,NH 391,,
,,,,,,,,,,
,,,,,,,,,,
AR 304,001,10078,INTERMDTE COMMON SPOKEN ARABIC,4,"Sbait, Dirgham",,TR 1400-1550,NH 387,,
,,,,,,,,,,
,,,,,,,,,,
AR 412,001,10079,ADV AR READING&WRITING: ESSAY,4,"Hanoosh, Yasmeen",FJ,MWF 1015-1120,NH 358,,
,,,,,,,,,,
,,,,,,,,,,
AR 419,001,14430,FOLK PROVERBS OF THE ARABS,4,"Sbait, Dirgham",ZE,TR 1600-1750,NH 358,,
,,,,,,,,,,
,,,,,,,,,,
AR 512,001,10081,ADV AR READING&WRITING: ESSAY,4,"Hanoosh, Yasmeen",FJ,MWF 1015-1120,NH 358,,
,,,,,,,,,,
,,,,,,,,,,
AR 519,001,14431,FOLK PROVERBS OF THE ARABS,4,"Sbait, Dirgham",ZE,TR 1600-1750,NH 358,,
,,,,,,,,,,
,,,,,,,,,,
ARCH: Architecture,,,,,,,,,,
,Sec,CRN,Title,Cr,Instructor's Name,Crosslist ID,Meeting Times,Location,,
ARCH 100,001,10083,INTRODUCTION TO ARCHITECTURE,4,"Schnabel, John",,MWF 1015-1120,SH ANNEX,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 120,001,10085,VISUAL COMMUNICATION 1,4,"Souders, Karl",,TR 1800-2150,AB 290,,
,,,,,,,,,,
,,,,,,,,,,
,002,10086,VISUAL COMMUNICATION 1,4,"Young, Lisa",,MW 1300-1650,AB 290,,
,,,,,,,,,,
,,,,,,,,,,
,003,10084,VISUAL COMMUNICATION 1,4,"Young, Lisa",,TR 1300-1650,AB 290,,
,,,,,,,,,,
,,,,,,,,,,
,004,10087,VISUAL COMMUNICATION 1,4,"Bolch, Jonathan",,MW 1800-2150,AB 290,,
,,,,,,,,,,
,,,,,,,,,,
,005,16085,VISUAL COMMUNICATION 1,4,,,TR 0900-1250,,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 121,001,10088,VISUAL COMMUNICATION 2,4,"Ewoldt, Steven",,MF 1300-1700,SH STUDIO(A),,
,,,,,,,,,,
,,,,,,,,,,
ARCH 199,001,10090,SPST: WELDING WORKSHOP,1,,,F 1800-2100,,,
,,,,,,,S 0900-1700,,,
,,,,,,,,,,
,002,10089,SPST: WELDING WORKSHOP,1,,,F 1800-2100,,,
,,,,,,,S 0900-1700,,,
,,,,,,,,,,
,003,16382,SPST: METAL SHOP SKILLS WKSHOP,1,"Torberson, Jill",KK,F 1800-2100,SH 130,,
,,,,,,,S 0900-1700,SH 130,,
,,,,,,,,,,
,004,16380,SPST: METAL SHOP SKILLS WKSHOP,1,"Torberson, Jill",KZ,F 1800-2100,SH 130,,
,,,,,,,S 0900-1700,SH 130,,
,,,,,,,,,,
ARCH 225,001,10091,DIGITAL GRAPHICS,4,"Sedor, Matthew",,MW 1800-2100,SH 107,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 230,001,10092,ARCH & CULTURAL HISTORY I,4,"Heredia, Juan",,MW 0900-1120,ASRC 230,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 280,001,10094,DESIGN FUNDAMENTALS STUDIO 1,6,"Cooney, John",,MWF 1300-1700,SH STUDIO(B),,
,,,,,,,,,,
,,,,,,,,,,
,002,10095,DESIGN FUNDAMENTALS STUDIO 1,6,"Heredia, Juan",,MWF 1300-1700,SH STUDIO(C),,
,,,,,,,,,,
,,,,,,,,,,
,003,10096,DESIGN FUNDAMENTALS STUDIO 1,6,"Boscanin, Nikola",,MWF 1300-1700,SH STUDIO(D),,
,,,,,,,,,,
,,,,,,,,,,
,005,10093,DESIGN FUNDAMENTALS STUDIO 1,6,,,MWF 1300-1700,,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 360,001,10097,BUILDING TECTONICS 1,4,"Sestak, Barbara",,TR 1200-1350,CH 271,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 367U,003,10098,FUND ENVIRON DESIGN,4,"Bell, Travis",,MW 0900-1120,CH 328,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 380,001,10099,ARCHITECTURAL DESIGN STUDIO 1,6,"Bell, Travis",,MWF 1300-1700,SH STUDIO(F),,
,,,,,,,,,,
,,,,,,,,,,
,002,10101,ARCHITECTURAL DESIGN STUDIO 1,6,"Vaivoda, Edward",,MWF 1300-1700,SH STUDIO(G),,
,,,,,,,,,,
,,,,,,,,,,
,003,10100,ARCHITECTURAL DESIGN STUDIO 1,6,"Kogut, Mark",,MWF 1300-1700,SH STUDIO(H),,
,,,,,,,,,,
,,,,,,,,,,
ARCH 410,001,16322,TOP: DEIGN-BUILD PARKLET,2,,,T 1800-2000,,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 420,001,10103,ADV ARCH GRAPHICS & MEDIA,4,"Whelton, Aaron",TV,TF 0900-1150,SH STUDIO(L),,
,,,,,,,,,,
,,,,,,,,,,
ARCH 421,001,15120,URBAN DESIGN METHODS,4,"Barton, L",EN,TR 1600-1800,SH 210,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 435,001,10105,TOP: TOPICS IN MODERNISM,4,"Wortham-Galvin, Brooke",G7,MW 1000-1150,SH 250,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 467,001,10106,BUILDING STRUCTURES,4,"Griffin, Corey",,TR 1400-1550,SH 210,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 480,001,10107,ARCHITECTURAL DESIGN STUDIO 4,6,"Barton, L",,MWF 1300-1700,SH STUDIO(I),,
,,,,,,,,,,
,,,,,,,,,,
,002,10108,ARCHITECTURAL DESIGN STUDIO 4,6,"Palleroni, Sergio",,MWF 1300-1700,SH STUDIO(J),,
,,,,,,,,,,
,,,,,,,,,,
,003,10109,ARCHITECTURAL DESIGN STUDIO 4,6,"Kekez, Zeljka",,MWF 1300-1700,SH STUDIO(K),,
,,,,,,,,,,
,,,,,,,,,,
,004,16440,ARCHITECTURAL DESIGN STUDIO 4,6,"Ferry, Robert",,MWF 1300-1700,SH STUDIO(E),,
,,,,,,,,,,
,,,,,,,,,,
ARCH 504,0,16482,INTERN: TENSILE DESIGN,2,"Knights, Clive",,,,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 510,001,16323,TOP: DESIGN-BUILD PARKLET,2,,,T 1800-2000,,,
,,,,,,,,,,
,,,,,,,,,,
,002,10110,TOP: WELDING WORKSHOP,0,,,F 1800-2100,,,
,,,,,,,S 0900-1700,,,
,,,,,,,,,,
,003,10111,TOP: WELDING WORKSHOP,0,,,F 1800-2100,,,
,,,,,,,S 0900-1700,,,
,,,,,,,,,,
,004,16383,TOP: METAL SHOP SKILLS WKSHOP,0,"Torberson, Jill",KK,F 1800-2100,SH 130,,
,,,,,,,S 0900-1700,SH 130,,
,,,,,,,,,,
,005,16381,TOP: METAL SHOP SKILLS WKSHOP,0,"Torberson, Jill",KZ,F 1800-2100,SH 130,,
,,,,,,,S 0900-1700,SH 130,,
,,,,,,,,,,
ARCH 511,002,10112,PRO-THESIS SEMINAR,4,"Knights, Clive",,TR 0900-1100,SH 250,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 520,001,10113,ADV ARCH GRAPHICS & MEDIA,4,"Whelton, Aaron",TV,TF 0900-1150,SH STUDIO(L),,
,,,,,,,,,,
,,,,,,,,,,
ARCH 521,001,15121,URBAN DESIGN METHODS,4,"Barton, L",EN,TR 1600-1800,SH 210,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 535,001,10115,TOP: TOPICS IN MODERNISM,4,"Wortham-Galvin, Brooke",G7,MW 1000-1150,SH 250,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 560,001,10117,ADV ARCHITECTURAL TECHNOLOGY,4,"Palleroni, Sergio",,TR 1200-1350,SH 210,,
,,,,,,,,,,
,,,,,,,,,,
,002,10116,ADV ARCHITECTURAL TECHNOLOGY,4,"Hu, Huafen",,TR 1200-1350,SH 250,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 568,001,14479,ARCHITECTURAL TECHNOLOGY 1,4,"Leite, Margarette",,TR 1200-1350,NH 382,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 571,001,14480,ARCH DESIGN TRANSITN STUDIO 2,6,"Leite, Margarette",,MWF 1300-1700,TBA,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 580,001,10119,ARCH DESIGN STUDIO 7,6,"Schnabel, John",,MWF 1300-1700,SH 255,,
,,,,,,,,,,
,,,,,,,,,,
,002,10118,ARCHITECTURAL DESIGN STUDIO 7,6,"Wortham-Galvin, Brooke",,MWF 1300-1700,SH 249,,
,,,,,,,,,,
,,,,,,,,,,
ARCH 586,001,10120,INTEGRATED SYSTEMS,6,"Griffin, Corey",,MWF 1300-1700,SH 242,,
,,,,,,,,,,
,,,,,,,,,,
,002,14478,INTEGRATED SYSTEMS,6,"Sestak, Barbara",,MWF 1300-1700,SH 239,,
,,,,,,,,,,
,,,,,,,,,,
ARH: Art History,,,,,,,,,,
,Sec,CRN,Title,Cr,Instructor's Name,Crosslist ID,Meeting Times,Location,,
ARH 204,001,10121,HISTORY OF WESTERN ART,4,"Trahoulia, Nicolette",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
ARH 205,001,10122,HISTORY OF WESTERN ART,4,"Tringali, Susanne",,TR 1200-1350,SH ANNEX,,
,,,,,,,,,,
,,,,,,,,,,
ARH 206,001,10123,HISTORY OF WESTERN ART,4,"Campbell, Bryna",,TR 1640-1830,SH ANNEX,,
,,,,,,,,,,
,,,,,,,,,,
ARH 290,001,10124,HST OF MODERN DESIGN,4,"James, Meredith",,TR 1500-1650,AB 200,,
,,,,,,,,,,
,,,,,,,,,,
ARH 311U,001,15189,HISTORY OF ASIAN ART,4,"Wetherell, Ann",,MW 1400-1550,CH 382,,
,,,,,,,,,,
,,,,,,,,,,
ARH 351U,001,15050,ANCIENT ART,4,"Armantrout, George",,MWF 1245-1350,CH 269,,
,,,,,,,,,,
,,,,,,,,,,
ARH 356U,001,15510,EARLY MEDIEVAL ART,4,"Trahoulia, Nicolette",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
ARH 359U,001,15052,GOTHIC ART,4,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ARH 361U,001,15051,NORTH RENAISSANCE ART,4,"Ripolles, Carmen",,MW 1000-1150,AB 200,,
,,,,,,,,,,
,,,,,,,,,,
ARH 371U,001,15053,ITALIAN RENAISSANCE ART,4,"Locker, Jesse",,TR 1000-1150,AB 200,,
,,,,,,,,,,
,,,,,,,,,,
ARH 407,001,14979,SEM: CRT MDVL MNSCRPT EXHBTN,4,,,W 1000-1250,,,
,,,,,,,,,,
,,,,,,,,,,
ARH 415U,001,15427,ISSUES IN ASIAN ART,4,"Jacobsen-Katsumoto, Lynn",,T 1800-2050,AB 200,,
,,,,,,,,,,
,,,,,,,,,,
ARH 491,001,10132,20TH CENTURY ART,4,"Taylor, Sue",D9,MW 1500-1650,AB 200,,
,,,,,,,,,,
,,,,,,,,,,
